term_str,n,p,i,n_chars,max_pos_group,max_pos,stop,porter_stem,df,idf,dfidf
close,41,0.0004387372926698,11.1543550389018,5,VB,RB,0,close,5.0,1.1375035237499351,5.687517618749675
an,41,0.0004387372926698,11.1543550389018,2,DT,DT,1,an,6.0,0.874469117916141,5.246814707496846
lost,41,0.0004387372926698,11.1543550389018,4,VB,VBN,0,lost,7.0,0.6520766965796931,4.564536876057852
loved,40,0.0004280363830925,11.18997894863252,5,VB,VBN,0,love,6.0,0.874469117916141,5.246814707496846
place,40,0.0004280363830925,11.18997894863252,5,NN,NN,0,place,6.0,0.874469117916141,5.246814707496846
sorry,40,0.0004280363830925,11.18997894863252,5,JJ,JJ,0,sorri,6.0,0.874469117916141,5.246814707496846
touch,40,0.0004280363830925,11.18997894863252,5,VB,NN,0,touch,5.0,1.1375035237499351,5.687517618749675
mm,40,0.0004280363830925,11.18997894863252,2,NN,NN,0,mm,4.0,1.4594316186372973,5.837726474549189
loves,40,0.0004280363830925,11.18997894863252,5,VB,VBZ,0,love,3.0,1.874469117916141,5.623407353748423
ohoh,40,0.0004280363830925,11.18997894863252,4,JJ,JJ,0,ohoh,3.0,1.874469117916141,5.623407353748423
thank,40,0.0004280363830925,11.18997894863252,5,NN,NNP,0,thank,3.0,1.874469117916141,5.623407353748423
fool,39,0.0004173354735152,11.226504824657637,4,NN,NN,0,fool,4.0,1.4594316186372973,5.837726474549189
without,39,0.0004173354735152,11.226504824657637,7,IN,IN,0,without,5.0,1.1375035237499351,5.687517618749675
far,39,0.0004173354735152,11.226504824657637,3,RB,RB,0,far,6.0,0.874469117916141,5.246814707496846
live,39,0.0004173354735152,11.226504824657637,4,VB,VB,0,live,6.0,0.874469117916141,5.246814707496846
because,39,0.0004173354735152,11.226504824657637,7,IN,IN,1,becaus,5.0,1.1375035237499351,5.687517618749675
deep,38,0.0004066345639379,11.263979530076297,4,NN,JJ,0,deep,5.0,1.1375035237499351,5.687517618749675
done,38,0.0004066345639379,11.263979530076297,4,VB,VBN,0,done,4.0,1.4594316186372973,5.837726474549189
woo,38,0.0004066345639379,11.263979530076297,3,NN,NNP,0,woo,2.0,2.4594316186372973,4.918863237274595
whatever,38,0.0004066345639379,11.263979530076297,8,WD,WDT,0,whatev,5.0,1.1375035237499351,5.687517618749675
happy,38,0.0004066345639379,11.263979530076297,5,JJ,JJ,0,happi,5.0,1.1375035237499351,5.687517618749675
true,38,0.0004066345639379,11.263979530076297,4,JJ,JJ,0,true,6.0,0.874469117916141,5.246814707496846
car,38,0.0004066345639379,11.263979530076297,3,NN,NN,0,car,4.0,1.4594316186372973,5.837726474549189
space,38,0.0004066345639379,11.263979530076297,5,NN,NN,0,space,5.0,1.1375035237499351,5.687517618749675
til,38,0.0004066345639379,11.263979530076297,3,IN,IN,0,til,6.0,0.874469117916141,5.246814707496846
valerie,37,0.0003959336543606,11.302453677890933,7,NN,NN,0,valeri,1.0,3.4594316186372973,3.4594316186372973
different,37,0.0003959336543606,11.302453677890933,9,JJ,JJ,0,differ,5.0,1.1375035237499351,5.687517618749675
bed,37,0.0003959336543606,11.302453677890933,3,NN,NN,0,bed,7.0,0.6520766965796931,4.564536876057852
other,37,0.0003959336543606,11.302453677890933,5,JJ,JJ,1,other,5.0,1.1375035237499351,5.687517618749675
lord,37,0.0003959336543606,11.302453677890933,4,NN,NNP,0,lord,3.0,1.874469117916141,5.623407353748423
giving,37,0.0003959336543606,11.302453677890933,6,VB,VBG,0,give,4.0,1.4594316186372973,5.837726474549189
change,37,0.0003959336543606,11.302453677890933,6,VB,VB,0,chang,6.0,0.874469117916141,5.246814707496846
free,37,0.0003959336543606,11.302453677890933,4,JJ,JJ,0,free,5.0,1.1375035237499351,5.687517618749675
song,37,0.0003959336543606,11.302453677890933,4,NN,NN,0,song,6.0,0.874469117916141,5.246814707496846
dreams,36,0.0003852327447833,11.34198204207757,6,NN,NNS,0,dream,7.0,0.6520766965796931,4.564536876057852
lay,36,0.0003852327447833,11.34198204207757,3,VB,VB,0,lay,5.0,1.1375035237499351,5.687517618749675
river,36,0.0003852327447833,11.34198204207757,5,NN,NNP,0,river,3.0,1.874469117916141,5.623407353748423
magic,36,0.0003852327447833,11.34198204207757,5,NN,NNP,0,magic,5.0,1.1375035237499351,5.687517618749675
together,36,0.0003852327447833,11.34198204207757,8,RB,RB,0,togeth,7.0,0.6520766965796931,4.564536876057852
days,35,0.0003745318352059,11.382624026574916,4,NN,NNS,0,day,6.0,0.874469117916141,5.246814707496846
imagine,35,0.0003745318352059,11.382624026574916,7,VB,VB,0,imagin,3.0,1.874469117916141,5.623407353748423
same,35,0.0003745318352059,11.382624026574916,4,JJ,JJ,1,same,6.0,0.874469117916141,5.246814707496846
nobody,35,0.0003745318352059,11.382624026574916,6,NN,NN,0,nobodi,6.0,0.874469117916141,5.246814707496846
hate,35,0.0003745318352059,11.382624026574916,4,VB,NN,0,hate,3.0,1.874469117916141,5.623407353748423
lonely,35,0.0003745318352059,11.382624026574916,6,RB,RB,0,lone,3.0,1.874469117916141,5.623407353748423
gone,35,0.0003745318352059,11.382624026574916,4,VB,VBN,0,gone,6.0,0.874469117916141,5.246814707496846
body,35,0.0003745318352059,11.382624026574916,4,NN,NN,0,bodi,5.0,1.1375035237499351,5.687517618749675
their,35,0.0003745318352059,11.382624026574916,5,PR,PRP$,1,their,5.0,1.1375035237499351,5.687517618749675
focus,35,0.0003745318352059,11.382624026574916,5,NN,NN,0,focu,2.0,2.4594316186372973,4.918863237274595
okay,35,0.0003745318352059,11.382624026574916,4,JJ,JJ,0,okay,4.0,1.4594316186372973,5.837726474549189
lights,34,0.0003638309256286,11.424444202269544,6,NN,NNS,0,light,3.0,1.874469117916141,5.623407353748423
sheesh,34,0.0003638309256286,11.424444202269544,6,NN,NNP,0,sheesh,1.0,3.4594316186372973,3.4594316186372973
met,34,0.0003638309256286,11.424444202269544,3,VB,VBN,0,met,5.0,1.1375035237499351,5.687517618749675
girl,34,0.0003638309256286,11.424444202269544,4,NN,NN,0,girl,7.0,0.6520766965796931,4.564536876057852
stand,34,0.0003638309256286,11.424444202269544,5,VB,VB,0,stand,5.0,1.1375035237499351,5.687517618749675
else,34,0.0003638309256286,11.424444202269544,4,RB,RB,0,els,6.0,0.874469117916141,5.246814707496846
big,34,0.0003638309256286,11.424444202269544,3,JJ,JJ,0,big,5.0,1.1375035237499351,5.687517618749675
help,34,0.0003638309256286,11.424444202269544,4,VB,VB,0,help,4.0,1.4594316186372973,5.837726474549189
hit,34,0.0003638309256286,11.424444202269544,3,VB,VB,0,hit,5.0,1.1375035237499351,5.687517618749675
waiting,34,0.0003638309256286,11.424444202269544,7,VB,VBG,0,wait,5.0,1.1375035237499351,5.687517618749675
dream,33,0.0003531300160513,11.46751292416143,5,NN,NN,0,dream,5.0,1.1375035237499351,5.687517618749675
shoo,33,0.0003531300160513,11.46751292416143,4,NN,NNP,0,shoo,1.0,3.4594316186372973,3.4594316186372973
room,33,0.0003531300160513,11.46751292416143,4,NN,NN,0,room,6.0,0.874469117916141,5.246814707496846
ya,33,0.0003531300160513,11.46751292416143,2,NN,NN,0,ya,5.0,1.1375035237499351,5.687517618749675
blue,33,0.0003531300160513,11.46751292416143,4,JJ,JJ,0,blue,7.0,0.6520766965796931,4.564536876057852
lose,33,0.0003531300160513,11.46751292416143,4,VB,VB,0,lose,5.0,1.1375035237499351,5.687517618749675
found,33,0.0003531300160513,11.46751292416143,5,VB,VBD,0,found,5.0,1.1375035237499351,5.687517618749675
fake,33,0.0003531300160513,11.46751292416143,4,VB,VB,0,fake,3.0,1.874469117916141,5.623407353748423
babe,33,0.0003531300160513,11.46751292416143,4,NN,NN,0,babe,3.0,1.874469117916141,5.623407353748423
real,33,0.0003531300160513,11.46751292416143,4,JJ,JJ,0,real,5.0,1.1375035237499351,5.687517618749675
words,33,0.0003531300160513,11.46751292416143,5,NN,NNS,0,word,5.0,1.1375035237499351,5.687517618749675
highs,32,0.000342429106474,11.511907043519884,5,NN,NNS,0,high,1.0,3.4594316186372973,3.4594316186372973
both,32,0.000342429106474,11.511907043519884,4,DT,DT,1,both,5.0,1.1375035237499351,5.687517618749675
lows,32,0.000342429106474,11.511907043519884,4,NN,NNS,0,low,1.0,3.4594316186372973,3.4594316186372973
trust,32,0.000342429106474,11.511907043519884,5,VB,VB,0,trust,5.0,1.1375035237499351,5.687517618749675
bit,32,0.000342429106474,11.511907043519884,3,NN,NN,0,bit,4.0,1.4594316186372973,5.837726474549189
easy,32,0.000342429106474,11.511907043519884,4,JJ,JJ,0,easi,4.0,1.4594316186372973,5.837726474549189
feels,32,0.000342429106474,11.511907043519884,5,VB,VBZ,0,feel,6.0,0.874469117916141,5.246814707496846
lie,32,0.000342429106474,11.511907043519884,3,NN,NN,0,lie,4.0,1.4594316186372973,5.837726474549189
heard,32,0.000342429106474,11.511907043519884,5,VB,VBP,0,heard,5.0,1.1375035237499351,5.687517618749675
friend,32,0.000342429106474,11.511907043519884,6,NN,NN,0,friend,5.0,1.1375035237499351,5.687517618749675
hurt,32,0.000342429106474,11.511907043519884,4,VB,VB,0,hurt,5.0,1.1375035237499351,5.687517618749675
does,32,0.000342429106474,11.511907043519884,4,VB,VBZ,1,doe,5.0,1.1375035237499351,5.687517618749675
though,32,0.000342429106474,11.511907043519884,6,IN,IN,0,though,5.0,1.1375035237499351,5.687517618749675
side,32,0.000342429106474,11.511907043519884,4,NN,NN,0,side,5.0,1.1375035237499351,5.687517618749675
sky,32,0.000342429106474,11.511907043519884,3,NN,NN,0,sky,5.0,1.1375035237499351,5.687517618749675
people,31,0.0003317281968967,11.557710733133009,6,NN,NNS,0,peopl,5.0,1.1375035237499351,5.687517618749675
another,31,0.0003317281968967,11.557710733133009,7,DT,DT,0,anoth,6.0,0.874469117916141,5.246814707496846
end,31,0.0003317281968967,11.557710733133009,3,NN,NN,0,end,5.0,1.1375035237499351,5.687517618749675
show,31,0.0003317281968967,11.557710733133009,4,VB,VB,0,show,6.0,0.874469117916141,5.246814707496846
goes,31,0.0003317281968967,11.557710733133009,4,VB,VBZ,0,goe,5.0,1.1375035237499351,5.687517618749675
whoa,31,0.0003317281968967,11.557710733133009,4,NN,NN,0,whoa,1.0,3.4594316186372973,3.4594316186372973
breathin,31,0.0003317281968967,11.557710733133009,8,IN,IN,0,breathin,1.0,3.4594316186372973,3.4594316186372973
known,31,0.0003317281968967,11.557710733133009,5,VB,VBN,0,known,5.0,1.1375035237499351,5.687517618749675
arms,31,0.0003317281968967,11.557710733133009,4,NN,NNS,0,arm,5.0,1.1375035237499351,5.687517618749675
forever,31,0.0003317281968967,11.557710733133009,7,RB,RB,0,forev,6.0,0.874469117916141,5.246814707496846
times,31,0.0003317281968967,11.557710733133009,5,NN,NNS,0,time,6.0,0.874469117916141,5.246814707496846
fun,30,0.0003210272873194,11.605016447911364,3,NN,NN,0,fun,6.0,0.874469117916141,5.246814707496846
being,30,0.0003210272873194,11.605016447911364,5,VB,VBG,1,be,6.0,0.874469117916141,5.246814707496846
karma,30,0.0003210272873194,11.605016447911364,5,NN,NNP,0,karma,2.0,2.4594316186372973,4.918863237274595
door,30,0.0003210272873194,11.605016447911364,4,NN,NN,0,door,6.0,0.874469117916141,5.246814707496846
anymore,30,0.0003210272873194,11.605016447911364,7,RB,RB,0,anymor,4.0,1.4594316186372973,5.837726474549189
watch,30,0.0003210272873194,11.605016447911364,5,VB,VB,0,watch,6.0,0.874469117916141,5.246814707496846
falling,30,0.0003210272873194,11.605016447911364,7,VB,VBG,0,fall,6.0,0.874469117916141,5.246814707496846
girlfriend,29,0.0003103263777421,11.65392604839231,10,NN,NN,0,girlfriend,2.0,2.4594316186372973,4.918863237274595
matter,29,0.0003103263777421,11.65392604839231,6,NN,NN,0,matter,4.0,1.4594316186372973,5.837726474549189
belong,29,0.0003103263777421,11.65392604839231,6,VB,VBP,0,belong,2.0,2.4594316186372973,4.918863237274595
smile,29,0.0003103263777421,11.65392604839231,5,NN,NN,0,smile,5.0,1.1375035237499351,5.687517618749675
sun,29,0.0003103263777421,11.65392604839231,3,NN,NN,0,sun,5.0,1.1375035237499351,5.687517618749675
learned,29,0.0003103263777421,11.65392604839231,7,VB,VBD,0,learn,4.0,1.4594316186372973,5.837726474549189
nothin,29,0.0003103263777421,11.65392604839231,6,JJ,JJ,0,nothin,4.0,1.4594316186372973,5.837726474549189
rather,29,0.0003103263777421,11.65392604839231,6,RB,RB,0,rather,5.0,1.1375035237499351,5.687517618749675
anything,28,0.0002996254681647,11.704552121462278,8,NN,NN,0,anyth,5.0,1.1375035237499351,5.687517618749675
dark,28,0.0002996254681647,11.704552121462278,4,NN,NN,0,dark,5.0,1.1375035237499351,5.687517618749675
used,28,0.0002996254681647,11.704552121462278,4,VB,VBD,0,use,6.0,0.874469117916141,5.246814707496846
gave,28,0.0002996254681647,11.704552121462278,4,VB,VBD,0,gave,2.0,2.4594316186372973,4.918863237274595
pickin,28,0.0002996254681647,11.704552121462278,6,JJ,JJ,0,pickin,1.0,3.4594316186372973,3.4594316186372973
uhhuh,28,0.0002996254681647,11.704552121462278,5,NN,NNP,0,uhhuh,3.0,1.874469117916141,5.623407353748423
sweetener,28,0.0002996254681647,11.704552121462278,9,NN,NN,0,sweeten,1.0,3.4594316186372973,3.4594316186372973
everybody,28,0.0002996254681647,11.704552121462278,9,NN,NN,0,everybodi,5.0,1.1375035237499351,5.687517618749675
old,28,0.0002996254681647,11.704552121462278,3,JJ,JJ,0,old,5.0,1.1375035237499351,5.687517618749675
yourself,28,0.0002996254681647,11.704552121462278,8,PR,PRP,1,yourself,5.0,1.1375035237499351,5.687517618749675
cruel,27,0.0002889245585874,11.757019541356414,5,JJ,JJ,0,cruel,3.0,1.874469117916141,5.623407353748423
yuh,27,0.0002889245585874,11.757019541356414,3,NN,NNP,0,yuh,1.0,3.4594316186372973,3.4594316186372973
chance,27,0.0002889245585874,11.757019541356414,6,NN,NN,0,chanc,4.0,1.4594316186372973,5.837726474549189
soul,27,0.0002889245585874,11.757019541356414,4,NN,NN,0,soul,6.0,0.874469117916141,5.246814707496846
moment,27,0.0002889245585874,11.757019541356414,6,NN,NN,0,moment,5.0,1.1375035237499351,5.687517618749675
waitin,26,0.0002782236490101,11.811467325378793,6,VB,VBP,0,waitin,3.0,1.874469117916141,5.623407353748423
town,26,0.0002782236490101,11.811467325378793,4,NN,NN,0,town,4.0,1.4594316186372973,5.837726474549189
living,26,0.0002782236490101,11.811467325378793,6,VB,VBG,0,live,5.0,1.1375035237499351,5.687517618749675
these,26,0.0002782236490101,11.811467325378793,5,DT,DT,1,these,6.0,0.874469117916141,5.246814707496846
cried,26,0.0002782236490101,11.811467325378793,5,VB,VBD,0,cri,4.0,1.4594316186372973,5.837726474549189
step,26,0.0002782236490101,11.811467325378793,4,NN,NN,0,step,3.0,1.874469117916141,5.623407353748423
hello,26,0.0002782236490101,11.811467325378793,5,NN,NNP,0,hello,5.0,1.1375035237499351,5.687517618749675
such,26,0.0002782236490101,11.811467325378793,4,JJ,JJ,1,such,5.0,1.1375035237499351,5.687517618749675
yours,26,0.0002782236490101,11.811467325378793,5,NN,NNS,1,your,5.0,1.1375035237499351,5.687517618749675
fight,25,0.0002675227394328,11.868050853745158,5,VB,VB,0,fight,5.0,1.1375035237499351,5.687517618749675
rain,25,0.0002675227394328,11.868050853745158,4,NN,NN,0,rain,6.0,0.874469117916141,5.246814707496846
seen,25,0.0002675227394328,11.868050853745158,4,VB,VBN,0,seen,5.0,1.1375035237499351,5.687517618749675
start,25,0.0002675227394328,11.868050853745158,5,VB,VB,0,start,5.0,1.1375035237499351,5.687517618749675
least,25,0.0002675227394328,11.868050853745158,5,JJ,JJS,0,least,5.0,1.1375035237499351,5.687517618749675
tried,25,0.0002675227394328,11.868050853745158,5,VB,VBN,0,tri,4.0,1.4594316186372973,5.837726474549189
grown,25,0.0002675227394328,11.868050853745158,5,JJ,JJ,0,grown,4.0,1.4594316186372973,5.837726474549189
getting,25,0.0002675227394328,11.868050853745158,7,VB,VBG,0,get,5.0,1.1375035237499351,5.687517618749675
trying,24,0.0002568218298555,11.926944542798728,6,VB,VBG,0,tri,6.0,0.874469117916141,5.246814707496846
high,24,0.0002568218298555,11.926944542798728,4,JJ,JJ,0,high,5.0,1.1375035237499351,5.687517618749675
move,24,0.0002568218298555,11.926944542798728,4,NN,NN,0,move,4.0,1.4594316186372973,5.837726474549189
fire,24,0.0002568218298555,11.926944542798728,4,NN,NN,0,fire,7.0,0.6520766965796931,4.564536876057852
learn,24,0.0002568218298555,11.926944542798728,5,VB,VB,0,learn,3.0,1.874469117916141,5.623407353748423
work,24,0.0002568218298555,11.926944542798728,4,NN,NN,0,work,5.0,1.1375035237499351,5.687517618749675
clap,24,0.0002568218298555,11.926944542798728,4,VB,VB,0,clap,1.0,3.4594316186372973,3.4594316186372973
less,24,0.0002568218298555,11.926944542798728,4,JJ,JJR,0,less,5.0,1.1375035237499351,5.687517618749675
each,24,0.0002568218298555,11.926944542798728,4,DT,DT,1,each,4.0,1.4594316186372973,5.837726474549189
meet,24,0.0002568218298555,11.926944542798728,4,VB,VB,0,meet,4.0,1.4594316186372973,5.837726474549189
scared,24,0.0002568218298555,11.926944542798728,6,VB,JJ,0,scare,5.0,1.1375035237499351,5.687517618749675
cool,24,0.0002568218298555,11.926944542798728,4,JJ,JJ,0,cool,4.0,1.4594316186372973,5.837726474549189
talking,24,0.0002568218298555,11.926944542798728,7,VB,VBG,0,talk,3.0,1.874469117916141,5.623407353748423
whole,24,0.0002568218298555,11.926944542798728,5,JJ,JJ,0,whole,5.0,1.1375035237499351,5.687517618749675
round,24,0.0002568218298555,11.926944542798728,5,CD,CD,0,round,4.0,1.4594316186372973,5.837726474549189
sweet,24,0.0002568218298555,11.926944542798728,5,NN,JJ,0,sweet,6.0,0.874469117916141,5.246814707496846
sad,23,0.0002461209202782,11.98834508746287,3,JJ,JJ,0,sad,4.0,1.4594316186372973,5.837726474549189
tryna,23,0.0002461209202782,11.98834508746287,5,JJ,JJ,0,tryna,4.0,1.4594316186372973,5.837726474549189
behind,23,0.0002461209202782,11.98834508746287,6,IN,IN,0,behind,5.0,1.1375035237499351,5.687517618749675
phone,23,0.0002461209202782,11.98834508746287,5,NN,NN,0,phone,4.0,1.4594316186372973,5.837726474549189
soon,23,0.0002461209202782,11.98834508746287,4,RB,RB,0,soon,5.0,1.1375035237499351,5.687517618749675
chest,23,0.0002461209202782,11.98834508746287,5,NN,NN,0,chest,3.0,1.874469117916141,5.623407353748423
those,23,0.0002461209202782,11.98834508746287,5,DT,DT,1,those,4.0,1.4594316186372973,5.837726474549189
black,23,0.0002461209202782,11.98834508746287,5,JJ,JJ,0,black,6.0,0.874469117916141,5.246814707496846
saw,23,0.0002461209202782,11.98834508746287,3,VB,VBD,0,saw,5.0,1.1375035237499351,5.687517618749675
girls,23,0.0002461209202782,11.98834508746287,5,NN,NNS,0,girl,7.0,0.6520766965796931,4.564536876057852
yall,23,0.0002461209202782,11.98834508746287,4,NN,NN,0,yall,1.0,3.4594316186372973,3.4594316186372973
pretend,23,0.0002461209202782,11.98834508746287,7,VB,VB,0,pretend,4.0,1.4594316186372973,5.837726474549189
under,22,0.0002354200107009,12.052475424882584,5,IN,IN,1,under,5.0,1.1375035237499351,5.687517618749675
felt,22,0.0002354200107009,12.052475424882584,4,VB,VBD,0,felt,6.0,0.874469117916141,5.246814707496846
idea,22,0.0002354200107009,12.052475424882584,4,NN,NN,0,idea,4.0,1.4594316186372973,5.837726474549189
bum,22,0.0002354200107009,12.052475424882584,3,NN,NN,0,bum,1.0,3.4594316186372973,3.4594316186372973
lea,22,0.0002354200107009,12.052475424882584,3,NN,NNP,0,lea,1.0,3.4594316186372973,3.4594316186372973
any,22,0.0002354200107009,12.052475424882584,3,DT,DT,1,ani,6.0,0.874469117916141,5.246814707496846
while,22,0.0002354200107009,12.052475424882584,5,IN,IN,1,while,4.0,1.4594316186372973,5.837726474549189
takes,22,0.0002354200107009,12.052475424882584,5,VB,VBZ,0,take,5.0,1.1375035237499351,5.687517618749675
queen,22,0.0002354200107009,12.052475424882584,5,NN,NN,0,queen,3.0,1.874469117916141,5.623407353748423
stone,22,0.0002354200107009,12.052475424882584,5,NN,NN,0,stone,5.0,1.1375035237499351,5.687517618749675
strong,22,0.0002354200107009,12.052475424882584,6,JJ,JJ,0,strong,4.0,1.4594316186372973,5.837726474549189
woah,22,0.0002354200107009,12.052475424882584,4,NN,NN,0,woah,5.0,1.1375035237499351,5.687517618749675
worth,22,0.0002354200107009,12.052475424882584,5,IN,IN,0,worth,4.0,1.4594316186372973,5.837726474549189
doop,22,0.0002354200107009,12.052475424882584,4,NN,NNP,0,doop,1.0,3.4594316186372973,3.4594316186372973
control,21,0.0002247191011235,12.119589620741122,7,NN,NN,0,control,5.0,1.1375035237499351,5.687517618749675
getaway,21,0.0002247191011235,12.119589620741122,7,NN,NN,0,getaway,2.0,2.4594316186372973,4.918863237274595
